Gene symbol	No-Peptide-24h	10uM-K99A-24h	100uM-K99A-24h	0-1uM-PCC-24h	10uM-PCC-24h
Ass1	18.0415	9.697500000000002	8.318000000000001	7.0310000000000015	7.11
Mmrn1	0.6799999999999999	0.49	0.366	0.371	0.3155
Fancc	4.019500000000002	4.281000000000001	5.2	5.105	4.978
Tro	0.0	0.016999999999999998	0.021	0.0	0.0025
Cyb561	0.1405	0.193	0.08199999999999999	0.35950000000000004	0.328
Rbm20	0.0665	0.0325	0.0295	0.046	0.011
Reg1	0.0	0.0	0.0	0.0	0.0
Olfr1105	0.0	0.0	0.0	0.0	0.0
Ddx41	20.1265	24.2985	32.433	33.0165	35.535
Esp38	0.0	0.0	0.0	0.0	0.0
Lppr4	0.0435	0.0	0.0265	0.0125	0.0195
Tmem100	0.0	0.0	0.0145	0.0	0.016
Gsx1	0.0	0.0	0.0	0.0	0.01
Zfp526	5.9765	6.8660000000000005	6.5845	6.415	6.478999999999999
Myo5c	0.0265	0.0365	0.0105	0.009999999999999998	0.026
Gm13103	0.0	0.0	0.0	0.0	0.0
Bag1	47.23650000000001	52.87350000000001	67.9025	70.484	75.4605
Chga	0.0	0.033	0.0	0.063	0.029
Gpr34	1.5750000000000002	2.0180000000000002	1.3969999999999998	0.915	1.2185
Slc29a2	1.6119999999999999	2.0465	3.6545	4.9715	4.551
Bnc1	0.016	0.0395	0.138	0.0245	0.008
Ccdc181	2.2880000000000003	2.3275	2.7735000000000003	3.495	4.296
Cyp4f15	0.0	0.0	0.0	0.0	0.0
Psmg2	10.534	20.2985	32.094500000000004	32.527	36.053000000000004
Olfr849	0.0	0.0	0.0	0.0	0.0
Elof1	16.8125	20.7525	29.33	27.923	35.681999999999995
Tmem248	18.144	21.6405	26.3045	28.980999999999998	29.011000000000006
Elovl7	1.3885	1.1905	0.5315	0.39299999999999996	0.3125
Ap1g2	18.274	22.9225	26.176	23.9105	27.066
Gnao1	0.004	0.037000000000000005	0.0685	0.0	0.018500000000000003
Gm4187	0.0	0.0	0.0	0.0	0.0
Zswim4	12.5925	10.902	12.755999999999998	16.982	18.024
Skint7	0.0	0.0	0.0	0.0	0.0
Utp20	4.1845	12.575	24.789	29.1775	29.9375
Nop14	13.6855	35.1345	55.492	60.239	58.668
Gm14322	0.0	0.0	0.0	0.021	0.039500000000000014
Kcnip4	0.2295	0.5	0.2375	0.3245	0.30200000000000005
Gm14501	0.0	0.0	0.0	0.0	0.0
Bco2	0.145	0.2125	0.047	0.1425	0.027000000000000003
Irf7	22.2605	11.412	14.387999999999998	13.0335	6.6244999999999985
Pop7	9.8045	21.316	30.724500000000006	33.0715	36.8395
Lyz2	2935.3965	1402.5155	435.827	318.1615	130.49450000000002
Olfr380	0.0	0.0	0.0	0.0	0.0
Kdm5a	13.9225	17.98	19.1615	19.052	18.1585
Slc26a6	2.428	2.4610000000000003	2.3425	2.298	2.1315
Mthfs	3.634	3.1085000000000003	3.273	3.0435	2.469
Syn2	0.0	0.0215	0.0	0.0	0.0
Wfs1	1.985	1.4914999999999998	1.4635000000000002	1.0725	1.355
Aldh3b2	0.0	0.0305	0.0	0.0	0.0
Reep6	0.73	0.8785	0.4185	0.5695	0.5539999999999999
Asprv1	140.60750000000002	85.9365	31.476	25.2285	7.7825000000000015
Bptf	27.039	26.53	24.148000000000003	25.526	24.1225
Ncoa7	18.8935	141.261	177.6085	100.318	71.0135
Klhl12	5.4639999999999995	6.8020000000000005	8.395	8.645	9.2405
Gm4201	0.0	0.0	0.0	0.0	0.0
Bet1l	14.157999999999998	14.655	17.5685	17.154	19.344
Rhox4g	0.0	0.0	0.0	0.0	0.0
Rhox11	0.0	0.0	0.0	0.0	0.0
2310036O22Rik	134.1025	169.505	205.513	197.22299999999998	216.77599999999998
Sgcd	0.0	0.0	0.0	0.0	0.0
Dao	0.638	0.1475	0.138	0.038	0.01
Snapc4	8.032499999999999	9.8645	12.903	15.0855	15.377
Tm4sf5	0.5870000000000001	0.1405	0.215	0.6679999999999999	0.4685
Gm438	0.0	0.0	0.0	0.0	0.0
Gm11559	0.0	0.0	0.0	0.0	0.0
Dnajc19	4.2965	6.5425	5.265	6.392999999999999	6.172999999999999
Aldob	0.0	0.0105	0.0	0.0	0.018500000000000003
Tpgs2	2.0745	2.4585	2.6510000000000002	2.5250000000000004	2.3615000000000004
Mcoln2	4.4670000000000005	2.2075	1.484	2.1630000000000003	0.8215
Dguok	17.420499999999997	15.0275	13.335999999999999	13.4685	12.085999999999999
Mettl22	3.853	6.5485	8.6995	10.016	7.314999999999999
2310034C09Rik	0.0	0.0	0.0	0.0225	0.0
Tas2r138	0.0	0.0	0.0	0.0	0.0
Sstr4	0.5355	0.1075	0.06999999999999999	0.102	0.02
Tmem119	0.4515	0.183	0.3325	0.272	0.115
Srrd	9.9225	12.011	16.162	14.020499999999998	16.1485
Vwc2l	0.0	0.0	0.0	0.0	0.004
Ears2	2.7695	7.891	10.511	11.14	9.1215
Zfp94	1.577	1.4235	1.985	1.969	1.9715000000000005
Meox1	0.0	0.0	0.0	0.0	0.0
Olfr688	0.0	0.0	0.0	0.0	0.0
Ddr2	0.0	0.0	0.0095	0.003	0.0
Os9	47.6215	38.7715	33.8835	31.5275	31.997
Ube2a	21.1675	27.4165	27.9585	28.126	28.2605
Kif24	0.8075	0.8145	0.5720000000000001	0.5885	0.696
Gm8787	0.0	0.0	0.0	0.0	0.013
Tnip1	54.2075	60.375	58.9365	58.46	55.5505
Plekho2	24.134	13.974	10.3485	10.019	9.626
Fam76b	16.9675	15.993	15.081	15.3045	12.9305
Hmgcs2	0.098	0.166	0.02	0.0255	0.0
Snrnp27	23.271	37.045	50.63550000000001	51.1965	58.48899999999999
Clcnkb	0.0	0.0175	0.0255	0.0	0.02
Olfr531	0.027000000000000003	0.0	0.0	0.0	0.0
Tgfa	0.0175	0.005	0.045	0.03	0.0235
Bnip3	2.1755	1.0790000000000002	0.7509999999999999	1.2435	0.9825
Fam43b	0.0	0.0	0.0	0.0	0.0
Cacul1	13.3365	12.769	13.0435	12.4855	12.226
Arl4a	3.369	4.883	4.5885	4.2745	4.0025
Flnc	0.06899999999999999	0.027999999999999997	0.0315	0.0385	0.023
Klhl40	0.0	0.0	0.0	0.0085	0.0
Pick1	4.7435	6.8279999999999985	8.123	8.3895	9.488
March9	7.025499999999999	8.4985	6.9455	6.9575	6.468
Tspyl5	0.006	0.0155	0.0	0.0	0.0185
Slc9a8	10.0485	16.881500000000006	19.695999999999998	20.67	19.5725
D830030K20Rik	0.0	0.0	0.0	0.0	0.0
Ccdc129	0.008	0.0	0.0	0.0	0.0
1700001C02Rik	0.0	0.0	0.0	0.0	0.0
Metrn	6.1564999999999985	6.1880000000000015	7.5889999999999995	9.7415	9.2755
Olfr513	0.0	0.0	0.0	0.0	0.0
Cldn3	0.1025	0.0	0.0	0.0	0.0
Spg21	23.628	24.8005	29.961	29.234	27.6635
Gsta3	0.528	0.4105	0.3195	0.0345	0.0
Rbm12b1	1.6345	3.0555000000000003	3.0460000000000003	3.4330000000000003	3.17
Cdh15	0.0	0.0	0.028	0.0	0.0255
Eva1b	16.374000000000002	11.875	9.082999999999998	7.537999999999999	6.767
Alms1	0.4290000000000001	0.8265	0.7115	0.809	0.8714999999999999
Rassf9	0.0	0.0	0.0	0.0	0.0
Clec1b	2.53	1.268	0.3605	0.3305	0.15150000000000002
Gdpgp1	2.7565	2.5535	2.13	2.715	2.379
Scgb1c1	0.0	0.0	0.0	0.0545	0.0
Grsf1	16.719	18.105	19.024	20.4465	20.9615
Txn2	46.07299999999999	69.20249999999999	110.3755	127.7035	128.4845
Olfr955	0.0	0.0	0.0	0.0	0.0
4833439L19Rik	16.63	22.024500000000003	22.858000000000004	23.086	23.0295
Creg1	105.865	53.136	27.1765	27.9135	16.272000000000002
Extl3	7.98	10.9975	11.393999999999998	12.5705	14.2685
Cdsn	0.018500000000000003	0.0	0.0	0.0	0.0
Olfr745	0.0	0.0	0.0	0.0	0.0
Parvg	40.0485	41.87649999999999	49.1605	48.382	49.4725
Ptpro	2.58	1.153	1.227	0.8785000000000001	0.8885000000000001
Olfr1340	0.0	0.0	0.0	0.0	0.0
Mip	0.0	0.0095	0.0	0.0	0.06000000000000001
Olfr1391	0.0	0.0	0.0	0.0	0.0
Lpcat2b	0.0	0.0	0.0	0.0	0.0
Casp14	0.0	0.0	0.0	0.0	0.0
Deptor	1.7605	0.961	0.499	0.457	0.373
Olfr481	0.0	0.0	0.0	0.0225	0.0
Dmrt1	0.0	0.0	0.0	0.0	0.0
Cbs	0.0955	0.0205	0.083	0.06	0.0905
Btbd16	0.0605	0.087	0.0305	0.014	0.016
Atp5j	65.9245	65.893	82.959	89.265	88.51050000000002
Kcnip2	1.6065	2.3745	0.8175	0.607	0.47
Atp1b1	32.3205	42.2435	42.846	37.6875	28.956
Vmn2r15	0.0	0.0	0.0075	0.0	0.0
Arid2	13.2265	14.113499999999998	12.535	13.433	12.7565
Zfp114	0.0	0.0	0.0175	0.1455	0.016
Hsd11b2	0.04	0.4515	0.5845	0.28800000000000003	0.3295
Eya4	0.018000000000000002	0.0305	0.0	0.0	0.0
Fibin	0.0	0.0	0.0	0.0	0.0085
Elk3	13.485	9.221	7.419	7.6865	9.3125
Lmo2	16.0725	7.222	6.585	7.320500000000001	7.454499999999999
Fbxo36	0.0	0.6579999999999999	0.429	0.34550000000000003	0.397
Vmn1r218	0.0	0.0	0.0	0.0	0.0
Vmn1r209	0.0	0.0	0.0	0.0	0.0
Abcb1b	2.8575	8.795499999999999	10.729500000000002	9.4695	10.9415
Usp46	6.7715000000000005	6.084	4.7625	5.159	5.3545
Foxh1	0.446	0.1145	0.1595	0.2075	0.094
Iqch	0.0075	0.0	0.0135	0.006999999999999999	0.0085
Slc18a1	0.187	0.061	0.15650000000000006	0.03	0.0205
Fndc8	0.012	0.1185	0.129	0.15300000000000002	0.106
Cldn10	0.961	0.14450000000000002	0.0825	0.075	0.03
Mettl7a2Higd1c	0.0	0.0	0.0	0.0435	0.0
Map1lc3b	40.1175	35.8755	26.879	26.7785	22.012500000000006
Psme4	15.03	17.0455	16.4695	16.486	15.2925
Gnb1l	0.957	1.84	2.206	3.2045000000000003	3.144
Vwa1	0.0	0.0	0.0165	0.03	0.06150000000000001
Zfp217	29.7645	21.3285	13.302	12.331	10.63
Car8	0.0305	0.3985	0.332	0.134	0.0805
Cyp46a1	0.0	0.0	0.0	0.0335	0.04
Dhrs4	6.4175	10.3835	11.465	10.1185	9.9695
Nicn1	2.7535	3.5895	2.6105	1.651	2.234
Gabrr2	0.908	0.917	0.6104999999999999	0.6715	0.344
Acer1	0.0	0.0	0.0	0.0	0.0
Lrrc1	5.0845	4.48	5.1455	4.4865	4.6819999999999995
Vipas39	13.13	17.9825	18.637999999999998	18.6745	17.902
Mmp2	0.4635	0.309	0.213	0.4605	0.628
Avl9	11.6175	12.092	10.1865	10.915999999999999	9.9065
Scn10a	0.004	0.0	0.0	0.018500000000000003	0.003
Tlr6	4.824	3.1690000000000005	2.0985	1.4405	0.7849999999999999
Olfr910	0.0	0.0	0.0	0.0	0.0
Necap1	11.932	13.0475	11.293500000000002	11.538	10.578
Zfp229	0.5345	0.301	0.252	0.4135	0.36
Smco1	0.0	0.0	0.0	0.0	0.0
Has1	0.0	0.107	0.0	0.0	0.0
Serpina9	0.16599999999999998	0.0	0.047	0.042	0.0
Cbx8	6.0165000000000015	3.0945	3.0589999999999997	1.731	2.353
D17Wsu104e	22.4755	26.274	42.714	53.3945	58.12050000000001
Pmp22	1.992	0.6395	0.447	0.2095	0.057
Gsdma	0.0	0.0	0.0	0.0605	0.0265
Noto	0.0	0.0	0.016	0.0	0.0115
Ccl26	0.0	0.0	0.0	0.0	0.0
Fut8	15.2545	12.8695	14.062000000000001	12.993	11.6675
Pnoc	0.0	0.0	0.0095	0.03	0.0
1700034J05Rik	0.0	0.0	0.0	0.0	0.0
Cyp2c38	0.0	0.0	0.0	0.0075	0.0
Pkdrej	0.055	0.013500000000000002	0.0	0.006	0.013
Mcpt4	0.0	0.0	0.0	0.0	0.0
Far2	6.646	8.676	10.6755	11.109000000000002	10.4845
Med8	17.344	19.3045	27.0615	26.272	28.178
Lenep	7.0185	5.755	5.3424999999999985	5.763	6.995000000000001
Ubr2	25.2345	29.746	29.393	28.509	29.5635
Rpl4	536.118	665.3009999999998	912.8655	945.023	1064.7240000000004
Lamtor1	34.8485	31.6765	35.7055	30.798	33.7215
Olfr319	0.0	0.0	0.0	0.0	0.0
Tor4a	27.335	18.839000000000002	12.8085	11.6475	10.3465
Tardbp	28.1965	42.9135	51.4685	57.909	59.2505
Wbp1	13.9005	8.7225	9.271	7.0539999999999985	7.9815
Olfr648	0.0	0.0	0.0	0.0	0.0
Txn1	150.00799999999998	168.4325	217.16400000000002	225.9815	239.85299999999998
Hs3st5	0.0	0.0	0.044	0.0	0.0
1200014J11Rik	8.004999999999999	9.0525	9.309	8.725999999999999	8.554
Olfml3	0.8320000000000001	0.6325000000000001	0.4225	0.2205	0.096
Il25	0.0	0.0	0.0735	0.0	0.0
Kcnmb1	0.0555	0.039	0.055999999999999994	0.0975	0.0325
Rpl37	30.61	41.601000000000006	43.537	52.632	56.419
Actr2	120.9515	110.5985	115.5985	103.888	105.79899999999999
Fscn1	236.3815	107.8555	186.5515	152.5105	153.11
Htr2c	0.0	0.0	0.0	0.0045000000000000005	0.0
Tex36	0.0	0.0	0.0	0.0	0.0
Pars2	2.194	3.923	5.1505	4.9945	5.683
Vps13b	10.919	10.088	9.177	9.2585	8.7455
Pop1	1.9075	4.2780000000000005	7.8565	9.46	12.239
Apobec2	0.457	0.7120000000000001	0.5509999999999999	0.5325	0.4905000000000001
AI607873	7.572	2.5315000000000003	1.924	1.2915	0.991
Bcorl1	5.4445000000000014	5.379	5.1595	5.747999999999998	5.538499999999999
Olfr218	0.0	0.0	0.0	0.0	0.0
Olfr58	0.0	0.0	0.0	0.0	0.0
Try5	0.0	0.0	0.1305	0.059	0.22150000000000006
Wdr36	11.0465	18.405	30.6865	34.281	38.1955
Sgca	0.0	0.0	0.0	0.0	0.0
Mboat4	0.895	0.119	0.07500000000000001	0.13699999999999998	0.07450000000000001
Pdzrn4	0.0	0.0	0.0	0.0055000000000000005	0.0
Cdc37l1	12.5285	14.608999999999998	14.501	14.8465	15.438
Tnnc1	0.462	0.17850000000000002	0.1135	0.0	0.104
Wif1	0.0	0.0	0.0	0.0	0.0
Specc1	5.4895	2.9515	1.5985	1.376	0.9575
Sepp1	124.8655	57.26950000000001	15.857999999999999	15.7945	8.564499999999999
Gm2016	0.0	0.0	0.0	0.0	0.0
Cln3	45.3275	33.376999999999995	20.1525	17.052	17.0145
Zfp866	7.5735	7.8375	6.9479999999999995	6.621499999999998	6.2814999999999985
Tmem60	10.465	13.4675	14.9035	13.627	14.258
Tcea2	2.2110000000000003	3.1655	4.279	4.025	3.85
Klhl23	0.4255	0.468	0.2005	0.20199999999999999	0.2635
Tinf2	18.1425	22.7525	22.788	21.350500000000004	25.7265
Flcn	27.381	32.342	33.7395	31.6585	32.2495
Exo5	4.7835	8.759	8.4985	9.0875	8.58
Otc	0.0	0.0	0.0	0.0	0.0
Tdrd9	0.0985	0.1125	0.0055000000000000005	0.028999999999999998	0.0075
Taar8a	0.0	0.0	0.0	0.0	0.0
Gm21119	0.0	0.0	0.0	0.0	0.0
Arl2	7.287000000000001	9.0705	11.640999999999998	13.467	15.189
Ikzf2	5.9505	23.1175	17.817	11.175	7.6549999999999985
Sbf1	33.1695	31.711	28.1305	28.0345	30.374000000000002
Zfp444	6.380000000000001	5.497000000000001	7.090499999999999	7.3485	7.6160000000000005
Syn3	1.339	0.903	0.7365000000000002	0.7155	0.4125
Dlx3	0.057	0.0395	0.03	0.024	0.0
Cts7	0.0	0.0	0.0	0.0	0.0
Zfp30	0.019	0.1175	0.1195	0.0725	0.13699999999999998
Pbxip1	54.6745	39.0715	24.5375	20.278	17.5215
Mpzl3	5.698499999999999	9.205	7.897	7.667499999999999	9.014
Tsc22d3	169.918	146.828	96.96799999999999	90.299	68.309
Dcaf5	13.140999999999998	13.7015	12.6305	12.17	12.255
9030617O03Rik	4.3725000000000005	3.8765	5.821000000000001	5.541500000000001	6.566000000000002
Amy2a3	0.0	0.0	0.0	0.0	0.0
Hdac3	23.2205	24.7845	26.772	27.567500000000006	31.657
Defb5	0.0	0.1065	0.0	0.0	0.0
Aurka	3.937	3.1065	5.0605	4.436	4.2435
Dock3	0.184	0.0925	0.07500000000000001	0.1305	0.115
Ankmy1	0.0625	0.023	0.013999999999999999	0.054500000000000014	0.07200000000000001
Snw1	37.664	56.129	72.43350000000002	79.25649999999997	78.388
Higd1b	0.4965	0.0	0.0	0.201	0.0385
Spo11	1.9185	1.301	0.299	0.3375	0.34400000000000003
Ghrhr	0.0	0.0	0.0	0.0	0.0
Mogs	23.308000000000003	34.8985	60.285	69.06899999999999	85.5685
C8b	0.0	0.0	0.0	0.0	0.0
Tshz3	0.2845	0.1285	0.16149999999999998	0.131	0.151
Rasl2-9	0.0735	0.4975	0.6165	0.5935	0.5780000000000001
Nkx2-3	0.17600000000000002	0.0785	0.084	0.0595	0.022
Abca14	0.0	0.027000000000000003	0.0	0.0	0.0
Wfdc2	0.0	0.0	0.0	0.0	0.0
Hcn4	0.0	0.0	0.0	0.0	0.0
Car2	6.7585	4.6535	6.4990000000000006	7.840999999999998	7.825000000000001
Uqcc3	30.2735	21.2565	19.7965	20.8415	20.021
Tnfsf15	0.235	0.514	0.48	0.3095	0.2055
Col9a3	0.6920000000000001	0.4355	0.6675	0.6055	0.7725
Olfr642	0.0	0.0	0.0	0.0	0.0
Tmem176a	39.33	22.568	21.302	16.8495	14.451999999999998
Pwp2	7.414	15.8335	30.4825	38.494	37.1705
Rnf103	8.899000000000003	8.283000000000001	7.144	6.9125	6.756
8030462N17Rik	7.151	11.8775	13.4425	14.812	14.6235
Tnfsf8	25.509	137.59449999999998	157.27200000000002	112.425	109.431
Zfp330	6.5630000000000015	10.1125	12.274	15.435	13.86
Pla2g10	0.0695	0.0	0.0975	0.0665	0.0195
Ankrd34c	0.0	0.0	0.0	0.0	0.0
Gabpb2	19.287	20.9475	22.1475	22.109	22.8745
Srf	16.1315	15.1465	21.7545	20.398000000000003	21.976999999999997
Igfbp1	0.0	0.0	0.0	0.0	0.0
Olfr1489	0.0	0.0	0.0	0.0	0.0
Ttc39c	5.693999999999999	3.4819999999999998	8.286	13.889000000000001	17.695500000000006
Gtf2e2	11.8125	16.5385	23.4385	25.167	27.211
Cckbr	0.01	0.0	0.0	0.0	0.0
Haus5	3.2335000000000003	3.2310000000000003	2.371	2.4965	2.8539999999999996
Ermap	0.078	0.011	0.1905	0.1215	0.2355
Gm20736	0.0	0.0	0.0	0.0	0.0
Cep63	7.452000000000001	9.434	10.424000000000001	10.222999999999999	10.864999999999998
Fbxo11	36.7425	59.136	59.74500000000001	55.8575	46.255
Mpzl1	0.7429999999999999	0.934	1.3864999999999998	0.9455	1.2830000000000001
Ube2l6	14.8395	7.666	14.4425	16.2755	19.0465
Jam2	0.0105	0.1535	0.051	0.1315	0.1
Ly6g6e	0.0	0.0	0.0	0.0	0.0
Rpap1	5.06	7.580500000000002	8.482000000000001	10.872	11.49
Stab1	2.552	1.041	0.30799999999999994	0.26	0.195
Gspt2	1.0935	0.7005	0.4485	0.5965	0.5255000000000001
Vnn3	0.521	0.7435	0.1405	0.0985	0.0855
Erp29	64.3125	46.4625	46.273999999999994	45.411	51.07
Cdk12	15.893	21.9035	24.735	24.667	23.79
Gm4305	0.0	0.0	0.0	0.0	0.0
Nox3	0.0	0.0	0.011	0.0	0.0
Slc7a10	0.5555	0.38	0.10099999999999999	0.412	0.16049999999999998
Oxct2a	0.28800000000000003	0.22	0.1005	0.1305	0.093
Atp2b3	0.031	0.0	0.0	0.006999999999999999	0.0
Mrgpra4	0.0	0.0	0.0	0.0	0.0
Il16	62.2435	40.2655	19.56	16.929499999999994	13.207
Krt12	0.0	0.027000000000000003	0.0	0.0	0.0
Mael	0.0	0.0	0.0	0.0	0.0
Itgb6	0.0055000000000000005	0.0235	0.0	0.0045000000000000005	0.0335
Themis3	0.0	0.0	0.0	0.0	0.0
Nampt	50.203	37.431999999999995	36.362	37.056999999999995	34.454
Ferd3l	0.0	0.0	0.0	0.0	0.0
Mrps36	0.17550000000000002	0.0	0.196	0.119	0.1025
Spcs3	34.5785	40.4525	54.1165	53.078	53.29600000000001
Cish	37.836999999999996	130.9365	221.7385	191.813	231.3855
Vmn1r55	0.139	0.0	0.0	0.0	0.0
Cuedc2	17.366	12.1375	12.297	11.805	13.681
Olfr954	0.0	0.0	0.0	0.0	0.0
Slc38a4	0.0	0.0	0.013	0.0	0.0
AU022252	3.8215	5.452000000000001	6.6015	8.0885	7.6575000000000015
Ftmt	0.0	0.0	0.0	0.0	0.0
Ebp	19.716	13.6325	15.2945	12.899	15.069
Fzd6	1.229	0.6425000000000001	0.34750000000000003	0.5235	0.314
Adam25	0.0	0.0	0.0	0.0	0.0
Zdhhc25	0.0	0.0	0.0	0.0	0.0
Mocos	18.1055	10.4685	4.813	3.409	1.9465000000000003
Coil	2.642	5.9860000000000015	7.3185	7.8045	7.356
Bpifb5	0.0	0.0	0.0	0.0	0.0
Cul7	2.177	2.798	3.262	2.905	3.0410000000000004
Gm572	0.113	0.0	0.0	0.0	0.0
Mroh4	0.0	0.0	0.0	0.0	0.0
Zp3	0.0	0.1515	0.0	0.0	0.0
Rnmt	7.0775	11.231	15.651	18.477	18.472
Svil	26.6575	19.1865	9.3	8.882	7.008000000000001
Nanos1	2.489	1.8955	1.0335	0.9905	0.8809999999999999
Myoz1	0.3985	0.0	0.0	0.0815	0.0
Cdkn2a	1.5870000000000002	0.3965	1.335	1.8265	2.575
Slc17a6	0.0	0.0235	0.0	0.0055000000000000005	0.0955
1700112E06Rik	1.4945	1.4945000000000002	0.42100000000000004	0.7569999999999999	0.3735000000000001
Usp6nl	5.1075	4.0955	3.327	4.3389999999999995	4.442
Arhgap10	3.5215000000000005	4.2955000000000005	4.006	4.0485	3.487
Ctsl	14.9205	8.771	5.787000000000001	5.282	4.827
4732456N10Rik	0.0	0.0	0.0	0.0	0.0
Ppp3cb	23.501	34.5995	36.113	33.6295	33.1075
Zfp292	14.640999999999998	15.794	14.4385	14.008500000000002	12.8705
Cers3	0.0	0.0935	0.1795	0.06	0.053000000000000005
Rhox9	0.0	0.0	0.0	0.0	0.0
Map3k2	10.1195	9.174499999999998	6.939500000000002	6.9695	6.0425
Mcm3	13.097000000000001	20.823	35.0145	39.1455	49.0955
Pou4f1	0.10799999999999997	0.027000000000000003	0.193	0.2905	0.3055
Gm5148	0.0215	0.0	0.1285	0.0345	0.0695
Slc31a1	8.222000000000001	8.7765	10.913	10.8325	11.3475
Ensa	41.4055	57.861999999999995	69.46100000000001	63.37949999999999	67.13600000000001
Fn3krp	2.399	1.5830000000000002	2.2875	2.4085	2.7175
Etfa	13.1965	23.046	30.4435	27.171	28.0135
Vmn1r128	0.0	0.0	0.0	0.0	0.0
Fcer1a	7.0120000000000005	8.4775	5.933	4.7845	3.588
Hcn2	0.1955	0.0675	0.0385	0.055000000000000014	0.07300000000000001
Pcdhga9	2.7605	4.894	4.94	4.519	4.897
Cmtr1	41.4345	34.8595	34.356	33.871	34.257000000000005
Gfy	0.014	0.0	0.0	0.0	0.0
D430041D05Rik	0.0	0.016499999999999997	0.018500000000000003	0.006500000000000001	0.0215
Ipo9	9.426	12.2495	14.347	14.434	15.04
Olfr1277	0.0	0.0	0.0	0.0	0.0
Ccnd2	26.018	94.5005	201.806	194.435	246.3555
Calm4	0.0	0.0	0.0	0.0	0.02
BC037034	41.21	36.472	27.81	24.4005	26.2355
Ctu1	4.0905	6.943	12.404000000000002	14.618	12.9145
Angptl7	0.0	0.1525	0.14550000000000002	0.023	0.122
Kctd12b	0.4410000000000001	0.4265	0.125	0.018000000000000002	0.03
Zfp935	5.127999999999999	5.4585	4.8255	5.1945	3.766
Olfr1305	0.0	0.0	0.0	0.0	0.0
Jsrp1	0.0	0.040999999999999995	0.0	0.1275	0.0165
Gucy2e	0.0275	0.028999999999999998	0.0	0.0075	0.0055
Ccdc64b	1.2085	0.8579999999999999	0.5025	0.5595	0.6920000000000001
Pter	0.14600000000000002	0.3115	0.195	0.425	0.4605
Ces2a	0.0	0.0	0.0	0.0	0.0
Gm12185	0.46	0.45899999999999996	1.149	1.63	1.9155
Ptdss2	4.9305	4.944	6.1530000000000005	6.2125	6.2775
Pde3a	0.1825	0.0595	0.05	0.115	0.015
Polr1c	23.8095	42.082	66.51549999999999	68.328	74.536
Zfp595	3.7755	4.8615	4.349	3.9655	3.0410000000000004
Kcnb2	0.0	0.004	0.0	0.0	0.0
Olfr8	0.0	0.0	0.0	0.0	0.0
Smpd3	0.0385	0.06000000000000001	0.261	0.227	0.16599999999999998
Lrrc49	0.5125	0.442	0.638	0.5165	0.5720000000000001
Cyp7a1	0.031	0.0	0.0	0.0	0.0
Katnb1	2.5775	4.1084999999999985	4.3919999999999995	4.7025000000000015	5.5865
Vmn1r2	0.0	0.0	0.0	0.0	0.0
Vmn2r80	0.0	0.0	0.0	0.0	0.0
Ahctf1	16.836	25.2365	32.3935	33.4125	32.336999999999996
Calcoco1	22.041999999999998	18.2525	12.228000000000002	11.960999999999999	11.944
Ppp1r12a	58.851000000000006	52.717	46.45399999999999	47.239	46.3115
Gm17359	0.0	0.0	0.0	0.0	0.0
1700094D03Rik	5.8885000000000005	7.401	4.9830000000000005	4.556	4.2975
Olfr353	0.0	0.0	0.0	0.0	0.0
Vmn1r196	0.0	0.0	0.0	0.0	0.0
Cox7a1	0.618	0.8759999999999999	0.599	0.9159999999999999	1.051
Skint10	0.0	0.0	0.0	0.0	0.0105
Etv6	21.5015	18.316000000000006	22.345	26.006	28.775
Tmem109	16.6675	31.709	51.2295	54.0195	67.70949999999999
Rab7	88.6185	78.07300000000001	74.7595	73.5345	70.354
Tbc1d2	7.3835	4.7655	4.144	3.6045	1.963
Lrriq3	0.0	0.0	0.0	0.008	0.013500000000000002
Eci1	6.6869999999999985	6.163499999999999	9.135	10.2075	10.982000000000001
4933433C11Rik	0.0	0.0	0.018000000000000002	0.044	0.0775
Dis3	5.886	11.43	20.129	24.256500000000006	23.6345
Zc3h6	3.8345	3.762	3.1025	2.8465	2.0905
Ppip5k2	7.571000000000001	11.409	15.702	16.657	18.1435
Mfi2	0.03	0.052000000000000005	0.005	0.01	0.0
Lat	190.9865	160.622	156.05700000000004	161.1535	187.5795
Olfr617	0.0	0.0	0.0205	0.0	0.0
Cbx2	3.7945	9.037	7.642	8.119	7.0205
Serpini2	0.0	0.0435	0.0	0.0	0.0
Igf2bp3	0.464	0.992	1.2145	1.4875	1.1885
Mtmr11	0.904	0.6809999999999999	0.9585	0.6865	0.6759999999999999
Ralgapa1	11.718	14.8305	15.897	15.508000000000004	14.4375
Il31ra	0.0	0.041	0.0	0.0425	0.01
Itk	107.6225	185.28400000000002	246.105	185.494	187.50599999999997
Olfr583	0.0	0.0	0.0	0.0	0.0
Vmn1r52	0.0	0.0	0.0	0.0	0.0
Gart	14.345999999999998	26.6265	50.28	59.45350000000001	71.678
Hist1h2bn	0.0	0.0	0.0	0.0	0.042
Pnpla1	0.0	0.0	0.0175	0.0	0.004
Pla2r1	0.0	0.013500000000000002	0.0	0.0	0.0025
Edaradd	0.311	0.16249999999999998	0.109	0.0895	0.065
Gabrr3	0.0	0.0	0.0	0.0	0.0
Zcwpw1	6.667999999999998	7.1995000000000005	9.557	9.8045	8.972999999999997
Olfr1082	0.0	0.0	0.0	0.0	0.0
