gene symbol	pc1	mouse_spleen_and_lymph_nodes_th0_cells	mouse_spleen_and_lymph_nodes_th17_cells	mouse_spleen_and_lymph_nodes_exfoxp3th17_cells	mouse_spleen_and_lymph_nodestreg_cells
1110007c09rik	-0.002785155917568313	-10.156000000000006	-29.727999999999994	52.607	-12.722999999999985
1110038b12rik	0.004749488331451898	-469.92599999999993	163.346	849.7159999999999	-543.1360000000001
1500012f01rik	0.005635684687316477	-622.0924999999997	399.02750000000015	1440.7275	-1217.6624999999997
4632428n05rik	-0.0027418830608156	-97.60350000000005	205.02249999999992	158.21849999999995	-265.63750000000005
4632428n05rik	-0.0027418830608156	144.50349999999997	-34.58449999999999	-71.1335	-38.78550000000001
aars	0.005677014607188761	-5.417150000000007	21.40084999999999	-37.35455	21.370850000000004
aars	0.005677014607188761	-63.989499999999964	72.57350000000002	-63.41949999999994	54.835500000000025
abce1	0.004363648374974522	-60.622749999999996	82.01424999999998	-59.51675	38.12525000000002
abce1	0.004363648374974522	-120.73049999999995	133.13250000000005	-95.97350000000006	83.57150000000001
abce1	0.004363648374974522	11.483562499999998	0.8799624999999978	-12.977287500000001	0.6137625
abtb1	-0.002913844615694934	26.43135000000001	0.4705500000000171	21.508350000000007	-48.410249999999984
adam8	-0.004225921293547435	-11.615625000000001	-10.843225	-20.348525000000002	42.807375
add3	-0.002306460200364565	143.49374999999998	-122.10625	-17.657250000000005	-3.7302500000000123
add3	-0.002306460200364565	472.00200000000007	-409.88599999999997	37.79500000000007	-99.91100000000017
add3	-0.002306460200364565	248.04499999999996	-252.274	35.37699999999995	-31.148000000000025
add3	-0.002306460200364565	13.863149999999997	0.5033499999999975	-15.046050000000001	0.679549999999999
adpgk	-0.0051191707429830225	22.564125000000004	-0.6596749999999929	-28.932674999999996	7.028225000000006
adpgk	-0.0051191707429830225	19.397624999999998	0.24452499999999588	-21.553275000000003	1.9111249999999984
aebp2	0.005948044533678978	-0.21427499999999355	-12.205675	18.895125	-6.475175
aebp2	0.005948044533678978	-541.6132500000001	446.0877499999999	274.8677499999999	-179.34225000000015
aebp2	0.005948044533678978	-106.39975000000001	93.14625000000001	84.86124999999998	-71.60775000000001
aebp2	0.005948044533678978	-168.82824999999997	139.49375000000003	97.84875000000005	-68.51424999999995
aebp2	0.005948044533678978	9.535049999999998	26.71605000000001	-5.5229499999999945	-30.72815
ahsa1	0.006404127083318594	25.869249999999965	-20.947750000000042	-155.36375000000004	150.44224999999994
ahsa1	0.006404127083318594	4.732349999999997	3.66395	0.001649999999997931	-8.397950000000002
ai467606	-0.0030137829099496647	189.83749999999964	-968.0525000000002	914.4674999999997	-136.25250000000005
ai467606	-0.0030137829099496647	47.488	-123.61199999999997	149.50500000000005	-73.38099999999997
ai662270	0.0034821060582246803	49.95574999999985	103.77574999999979	-382.46725000000015	228.73574999999983
ai662270	0.0034821060582246803	-41.95324999999991	105.28274999999996	-138.02224999999999	74.69275000000005
aldh2	-0.008334755952736523	0.8577550000000009	3.6307750000000016	0.5619949999999996	-5.050524999999999
